,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,timestamp
1,692883,0C SEZ MAHA SHWETADEVI SCHOOL,NEAR SHREEJINAGAR KAMLABA GARDEN GODADARA,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '398d5b5c-f809-4a4d-a2be-c04aa1f4f3ae', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': '5ecef1f9-f1e7-4b5b-acc8-0dace85d98e1', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:46:40.752043
2,695564,0C EZA SCHOOL122-132 MATAWADI,RANG AVDHUT ROAD MATAWADI,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '96195306-3348-42a5-a039-5dca0c3a1ff2', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': 'cff06320-3187-4921-99e9-f36ca1080e79', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:46:40.752043
3,692758,0A EZA SCHOOL301 ASHA NGR PUNA,ASHA NAGAR PUNAGAM,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'e102bacb-1bde-405c-a48e-85672d9c247f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:46:40.752043
4,693142,0C EZB Mahatma Gandhi School,EZB Mahatma Gandhi School,Gujarat,Surat Corporation,East Zone B,395010,0,0,10:00:00,18:00:00,Free,"[{'session_id': '58ab202b-5b48-4d31-8463-93b96f64745d', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:46:40.752043
5,692783,0A SEZ SCHOOL 304 R V Desai,PARVAT GAM PARVAT KHADI NEAR,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': '6da8ab22-53bc-4c2a-9fc0-ca67ac5b23f8', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:46:40.752043
6,602523,0A EZB Puna Simada UHC,Yogi Chowk Yogi Chowk Punagam Road,Gujarat,Surat Corporation,East Zone B,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': '725511d8-4bae-4229-aa59-491ce9cdc36f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:46:40.752043
7,650760,0C EZB ICDS 101 TO 106,ICDS 101 To 106 Besides Raj Appartment Near Silver Chowk Puna Surat,Gujarat,Surat Corporation,East Zone B,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': 'd44ebedd-97ae-46a4-a2a2-99e8db363b29', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:46:40.752043
8,694591,0A EZA AV PATEL SCHOOL KARANJ,VARSHA SOCIETY 2 KARANJ,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'b385c2be-c266-4da6-914e-e211f18afb19', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:46:40.752043
9,693503,0C SEZ SAMRAT VIDHYALAY PARVAT,SAMRAT VIDHYALAY BRTS ROADPARVAT PATIYA,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '25ac4b49-84f1-4364-8836-1194351239b4', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:46:40.752043
0,692901,0C EZA SHYAMA PRASAD COMM HALL,OPP D R WORLD AAI MATA ROAD,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '29df8cf0-dafb-4e0d-8eac-5c9172634f8b', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': '63698d5b-3d58-4f6f-82bf-a1b5888cd359', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:48:45.624449
1,692883,0C SEZ MAHA SHWETADEVI SCHOOL,NEAR SHREEJINAGAR KAMLABA GARDEN GODADARA,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '398d5b5c-f809-4a4d-a2be-c04aa1f4f3ae', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': '5ecef1f9-f1e7-4b5b-acc8-0dace85d98e1', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:48:45.624449
2,695564,0C EZA SCHOOL122-132 MATAWADI,RANG AVDHUT ROAD MATAWADI,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '96195306-3348-42a5-a039-5dca0c3a1ff2', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': 'cff06320-3187-4921-99e9-f36ca1080e79', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:48:45.624449
3,692758,0A EZA SCHOOL301 ASHA NGR PUNA,ASHA NAGAR PUNAGAM,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'e102bacb-1bde-405c-a48e-85672d9c247f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:48:45.624449
4,693142,0C EZB Mahatma Gandhi School,EZB Mahatma Gandhi School,Gujarat,Surat Corporation,East Zone B,395010,0,0,10:00:00,18:00:00,Free,"[{'session_id': '58ab202b-5b48-4d31-8463-93b96f64745d', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:48:45.624449
5,692783,0A SEZ SCHOOL 304 R V Desai,PARVAT GAM PARVAT KHADI NEAR,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': '6da8ab22-53bc-4c2a-9fc0-ca67ac5b23f8', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:48:45.624449
6,602523,0A EZB Puna Simada UHC,Yogi Chowk Yogi Chowk Punagam Road,Gujarat,Surat Corporation,East Zone B,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': '725511d8-4bae-4229-aa59-491ce9cdc36f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:48:45.624449
7,650760,0C EZB ICDS 101 TO 106,ICDS 101 To 106 Besides Raj Appartment Near Silver Chowk Puna Surat,Gujarat,Surat Corporation,East Zone B,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': 'd44ebedd-97ae-46a4-a2a2-99e8db363b29', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:48:45.624449
8,694591,0A EZA AV PATEL SCHOOL KARANJ,VARSHA SOCIETY 2 KARANJ,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'b385c2be-c266-4da6-914e-e211f18afb19', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:48:45.624449
9,693503,0C SEZ SAMRAT VIDHYALAY PARVAT,SAMRAT VIDHYALAY BRTS ROADPARVAT PATIYA,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '25ac4b49-84f1-4364-8836-1194351239b4', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:48:45.624449
0,692901,0C EZA SHYAMA PRASAD COMM HALL,OPP D R WORLD AAI MATA ROAD,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '29df8cf0-dafb-4e0d-8eac-5c9172634f8b', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': '63698d5b-3d58-4f6f-82bf-a1b5888cd359', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:50:48.932843
1,692883,0C SEZ MAHA SHWETADEVI SCHOOL,NEAR SHREEJINAGAR KAMLABA GARDEN GODADARA,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '398d5b5c-f809-4a4d-a2be-c04aa1f4f3ae', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': '5ecef1f9-f1e7-4b5b-acc8-0dace85d98e1', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:50:48.932843
2,695564,0C EZA SCHOOL122-132 MATAWADI,RANG AVDHUT ROAD MATAWADI,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '96195306-3348-42a5-a039-5dca0c3a1ff2', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': 'cff06320-3187-4921-99e9-f36ca1080e79', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:50:48.932843
3,692758,0A EZA SCHOOL301 ASHA NGR PUNA,ASHA NAGAR PUNAGAM,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'e102bacb-1bde-405c-a48e-85672d9c247f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:50:48.932843
4,693142,0C EZB Mahatma Gandhi School,EZB Mahatma Gandhi School,Gujarat,Surat Corporation,East Zone B,395010,0,0,10:00:00,18:00:00,Free,"[{'session_id': '58ab202b-5b48-4d31-8463-93b96f64745d', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:50:48.932843
5,692783,0A SEZ SCHOOL 304 R V Desai,PARVAT GAM PARVAT KHADI NEAR,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': '6da8ab22-53bc-4c2a-9fc0-ca67ac5b23f8', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:50:48.932843
6,602523,0A EZB Puna Simada UHC,Yogi Chowk Yogi Chowk Punagam Road,Gujarat,Surat Corporation,East Zone B,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': '725511d8-4bae-4229-aa59-491ce9cdc36f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:50:48.932843
7,650760,0C EZB ICDS 101 TO 106,ICDS 101 To 106 Besides Raj Appartment Near Silver Chowk Puna Surat,Gujarat,Surat Corporation,East Zone B,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': 'd44ebedd-97ae-46a4-a2a2-99e8db363b29', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:50:48.932843
8,694591,0A EZA AV PATEL SCHOOL KARANJ,VARSHA SOCIETY 2 KARANJ,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'b385c2be-c266-4da6-914e-e211f18afb19', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:50:48.932843
9,693503,0C SEZ SAMRAT VIDHYALAY PARVAT,SAMRAT VIDHYALAY BRTS ROADPARVAT PATIYA,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '25ac4b49-84f1-4364-8836-1194351239b4', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:50:48.932843
0,692901,0C EZA SHYAMA PRASAD COMM HALL,OPP D R WORLD AAI MATA ROAD,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '29df8cf0-dafb-4e0d-8eac-5c9172634f8b', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': '63698d5b-3d58-4f6f-82bf-a1b5888cd359', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:52:50.561563
1,692883,0C SEZ MAHA SHWETADEVI SCHOOL,NEAR SHREEJINAGAR KAMLABA GARDEN GODADARA,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '398d5b5c-f809-4a4d-a2be-c04aa1f4f3ae', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': '5ecef1f9-f1e7-4b5b-acc8-0dace85d98e1', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:52:50.561563
2,695564,0C EZA SCHOOL122-132 MATAWADI,RANG AVDHUT ROAD MATAWADI,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '96195306-3348-42a5-a039-5dca0c3a1ff2', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': 'cff06320-3187-4921-99e9-f36ca1080e79', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:52:50.561563
3,692758,0A EZA SCHOOL301 ASHA NGR PUNA,ASHA NAGAR PUNAGAM,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'e102bacb-1bde-405c-a48e-85672d9c247f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:52:50.561563
4,693142,0C EZB Mahatma Gandhi School,EZB Mahatma Gandhi School,Gujarat,Surat Corporation,East Zone B,395010,0,0,10:00:00,18:00:00,Free,"[{'session_id': '58ab202b-5b48-4d31-8463-93b96f64745d', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:52:50.561563
5,692783,0A SEZ SCHOOL 304 R V Desai,PARVAT GAM PARVAT KHADI NEAR,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': '6da8ab22-53bc-4c2a-9fc0-ca67ac5b23f8', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:52:50.561563
6,602523,0A EZB Puna Simada UHC,Yogi Chowk Yogi Chowk Punagam Road,Gujarat,Surat Corporation,East Zone B,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': '725511d8-4bae-4229-aa59-491ce9cdc36f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:52:50.561563
7,650760,0C EZB ICDS 101 TO 106,ICDS 101 To 106 Besides Raj Appartment Near Silver Chowk Puna Surat,Gujarat,Surat Corporation,East Zone B,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': 'd44ebedd-97ae-46a4-a2a2-99e8db363b29', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:52:50.561563
8,694591,0A EZA AV PATEL SCHOOL KARANJ,VARSHA SOCIETY 2 KARANJ,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'b385c2be-c266-4da6-914e-e211f18afb19', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:52:50.561563
9,693503,0C SEZ SAMRAT VIDHYALAY PARVAT,SAMRAT VIDHYALAY BRTS ROADPARVAT PATIYA,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '25ac4b49-84f1-4364-8836-1194351239b4', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:52:50.561563
0,692901,0C EZA SHYAMA PRASAD COMM HALL,OPP D R WORLD AAI MATA ROAD,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '29df8cf0-dafb-4e0d-8eac-5c9172634f8b', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': '63698d5b-3d58-4f6f-82bf-a1b5888cd359', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:54:55.211535
1,692883,0C SEZ MAHA SHWETADEVI SCHOOL,NEAR SHREEJINAGAR KAMLABA GARDEN GODADARA,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '398d5b5c-f809-4a4d-a2be-c04aa1f4f3ae', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': '5ecef1f9-f1e7-4b5b-acc8-0dace85d98e1', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:54:55.211535
2,695564,0C EZA SCHOOL122-132 MATAWADI,RANG AVDHUT ROAD MATAWADI,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,18:00:00,Free,"[{'session_id': '96195306-3348-42a5-a039-5dca0c3a1ff2', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}, {'session_id': 'cff06320-3187-4921-99e9-f36ca1080e79', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:54:55.211535
3,692758,0A EZA SCHOOL301 ASHA NGR PUNA,ASHA NAGAR PUNAGAM,Gujarat,Surat Corporation,East Zone A,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'e102bacb-1bde-405c-a48e-85672d9c247f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:54:55.211535
4,693142,0C EZB Mahatma Gandhi School,EZB Mahatma Gandhi School,Gujarat,Surat Corporation,East Zone B,395010,0,0,10:00:00,18:00:00,Free,"[{'session_id': '58ab202b-5b48-4d31-8463-93b96f64745d', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-08 20:54:55.211535
5,692783,0A SEZ SCHOOL 304 R V Desai,PARVAT GAM PARVAT KHADI NEAR,Gujarat,Surat Corporation,South East Zone,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': '6da8ab22-53bc-4c2a-9fc0-ca67ac5b23f8', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:54:55.211535
6,602523,0A EZB Puna Simada UHC,Yogi Chowk Yogi Chowk Punagam Road,Gujarat,Surat Corporation,East Zone B,395010,21,72,10:00:00,16:00:00,Free,"[{'session_id': '725511d8-4bae-4229-aa59-491ce9cdc36f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-08 20:54:55.211535
